Domain,Role,Skills
Creative & Design,Graphic Designer,"['Branding', 'Photoshop', 'Canva', 'Adobe InDesign', 'creativity', 'print design', 'digital illustration', 'image editing', 'logo design', 'concept development']"
Creative & Design,UX Designer,"['Artificial Intelligence','Sketch', 'User Testing', 'Prototyping', 'Wireframing']"
Creative & Design,Graphic Designer,"['Branding', 'Typography', 'Canva', 'Photoshop', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Prototyping', 'UI Principles', 'User Testing', 'Figma']"
Creative & Design,Video Editor,"['After Effects', 'Storyboarding', 'Color Grading', 'Sound Design', 'Premiere Pro']"
Creative & Design,Video Editor,"['Sound Design', 'Premiere Pro', 'Color Grading']"
Creative & Design,UX Designer,"['Figma', 'Wireframing', 'User Testing', 'Sketch', 'Prototyping', 'UI Principles']"
Creative & Design,Video Editor,"['After Effects', 'Storyboarding', 'Color Grading', 'Premiere Pro', 'Sound Design']"
Creative & Design,UX Designer,"['Sketch', 'User Testing', 'UI Principles', 'Figma', 'Prototyping', 'Wireframing']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Branding', 'Adobe Illustrator']"
Creative & Design,Video Editor,"['Artificial Intelligence','Sound Design', 'Color Grading', 'Premiere Pro', 'After Effects', 'Storyboarding']"
Creative & Design,UX Designer,"['Prototyping', 'Figma', 'Sketch', 'UI Principles', 'Wireframing', 'User Testing']"
Creative & Design,UX Designer,"['UI Principles', 'Prototyping', 'Wireframing', 'User Testing']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'After Effects', 'Sound Design']"
Creative & Design,UX Designer,"['Prototyping', 'User Testing', 'Wireframing', 'Figma']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'Sound Design', 'Storyboarding', 'After Effects']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Canva', 'Branding']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'Storyboarding', 'Sound Design', 'After Effects']"
Creative & Design,UX Designer,"['Wireframing', 'Sketch', 'Prototyping', 'Figma']"
Creative & Design,UX Designer,"['Wireframing', 'User Testing', 'UI Principles', 'Prototyping']"
Creative & Design,Video Editor,"['Premiere Pro', 'After Effects', 'Sound Design', 'Storyboarding', 'Color Grading']"
Creative & Design,Graphic Designer,"['Typography', 'Branding', 'Canva', 'Photoshop', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Sketch', 'User Testing', 'Wireframing', 'UI Principles', 'Figma']"
Creative & Design,Graphic Designer,"['Photoshop', 'Adobe Illustrator', 'Canva']"
Creative & Design,Graphic Designer,"['Canva', 'Photoshop', 'Typography', 'Adobe Illustrator', 'Branding']"
Creative & Design,Graphic Designer,"['Typography', 'Adobe Illustrator', 'Branding', 'Photoshop', 'Canva']"
Creative & Design,Graphic Designer,"['Canva', 'Adobe Illustrator', 'Typography', 'Photoshop']"
Creative & Design,Graphic Designer,"['Canva', 'Adobe Illustrator', 'Branding', 'Typography']"
Creative & Design,Video Editor,"['Artificial Intelligence','Sound Design', 'Storyboarding', 'Premiere Pro', 'Color Grading', 'After Effects']"
Creative & Design,Graphic Designer,"['Canva', 'Photoshop', 'Branding', 'Typography', 'Adobe Illustrator']"
Creative & Design,Video Editor,"['After Effects', 'Color Grading', 'Sound Design', 'Storyboarding']"
Creative & Design,Video Editor,"['Premiere Pro', 'Sound Design', 'Storyboarding', 'After Effects', 'Color Grading']"
Creative & Design,Graphic Designer,"['Canva', 'Typography', 'Photoshop', 'Adobe Illustrator', 'Branding']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'Premiere Pro', 'Sound Design', 'After Effects']"
Creative & Design,Video Editor,"['Color Grading', 'Premiere Pro', 'Sound Design', 'Storyboarding', 'After Effects']"
Creative & Design,Video Editor,"['After Effects', 'Sound Design', 'Color Grading', 'Storyboarding', 'Premiere Pro']"
Creative & Design,Video Editor,"['Sound Design', 'Premiere Pro', 'Storyboarding', 'After Effects', 'Color Grading']"
Creative & Design,UX Designer,"['Figma', 'Prototyping', 'UI Principles', 'Wireframing', 'Sketch', 'User Testing']"
Creative & Design,UX Designer,"['User Testing', 'UI Principles', 'Sketch', 'Figma', 'Prototyping', 'Wireframing']"
Creative & Design,Video Editor,"['Storyboarding', 'Premiere Pro', 'Sound Design', 'After Effects', 'Color Grading']"
Creative & Design,UX Designer,"['UI Principles', 'User Testing', 'Wireframing', 'Figma']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Photoshop', 'Typography', 'Branding']"
Creative & Design,UX Designer,"['Sketch', 'Wireframing', 'UI Principles', 'Prototyping', 'Figma']"
Creative & Design,UX Designer,"['Sketch', 'Wireframing', 'Prototyping', 'Figma']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Canva', 'Typography', 'Photoshop']"
Creative & Design,Video Editor,"['After Effects', 'Premiere Pro', 'Sound Design', 'Color Grading', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Photoshop', 'Typography', 'Canva', 'Branding', 'Adobe Illustrator']"
Creative & Design,Graphic Designer,"['Photoshop', 'Typography', 'Canva', 'Adobe Illustrator', 'Branding']"
Creative & Design,Video Editor,"['Color Grading', 'Sound Design', 'After Effects', 'Premiere Pro', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Branding', 'Canva', 'Adobe Illustrator', 'Photoshop', 'Typography']"
Creative & Design,Graphic Designer,"['Photoshop', 'Typography', 'Canva', 'Branding', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Artificial Intelligence','UI Principles', 'Figma', 'Wireframing', 'User Testing']"
Creative & Design,Video Editor,"['Color Grading', 'After Effects', 'Sound Design', 'Storyboarding', 'Premiere Pro']"
Creative & Design,Video Editor,"['After Effects', 'Sound Design', 'Color Grading', 'Premiere Pro', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Branding', 'Canva', 'Adobe Illustrator', 'Typography', 'Photoshop']"
Creative & Design,Video Editor,"['After Effects', 'Storyboarding', 'Sound Design', 'Premiere Pro', 'Color Grading']"
Creative & Design,UX Designer,"['User Testing', 'Figma', 'Wireframing', 'Prototyping']"
Creative & Design,Graphic Designer,"['Typography', 'Canva', 'Adobe Illustrator', 'Branding']"
Creative & Design,Graphic Designer,"['Branding', 'Photoshop', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Wireframing', 'Prototyping', 'Figma', 'Sketch', 'User Testing', 'UI Principles']"
Creative & Design,UX Designer,"['Prototyping', 'Wireframing', 'Figma', 'User Testing', 'Sketch', 'UI Principles']"
Creative & Design,UX Designer,"['Prototyping', 'UI Principles', 'Wireframing', 'Sketch']"
Creative & Design,Video Editor,"['After Effects', 'Premiere Pro', 'Sound Design', 'Color Grading']"
Creative & Design,UX Designer,"['Prototyping', 'User Testing', 'Sketch', 'Figma']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Canva']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'Storyboarding', 'After Effects', 'Sound Design']"
Creative & Design,UX Designer,"['Figma', 'Prototyping', 'Wireframing']"
Creative & Design,Video Editor,"['Sound Design', 'Storyboarding', 'After Effects', 'Color Grading']"
Creative & Design,UX Designer,"['Prototyping', 'Wireframing', 'Figma']"
Creative & Design,UX Designer,"['Figma', 'UI Principles', 'Prototyping']"
Creative & Design,Graphic Designer,"['Photoshop', 'Canva', 'Adobe Illustrator', 'Branding', 'Typography']"
Creative & Design,Video Editor,"['Premiere Pro', 'Sound Design', 'Color Grading', 'After Effects']"
Creative & Design,UX Designer,"['User Testing', 'Prototyping', 'Figma', 'UI Principles', 'Sketch']"
Creative & Design,Video Editor,"['Storyboarding', 'Sound Design', 'Color Grading', 'Premiere Pro', 'After Effects']"
Creative & Design,UX Designer,"['UI Principles', 'Figma', 'Sketch', 'User Testing', 'Wireframing']"
Creative & Design,Graphic Designer,"['Typography', 'Canva', 'Branding', 'Photoshop']"
Creative & Design,UX Designer,"['Wireframing', 'Sketch', 'Prototyping', 'Figma']"
Creative & Design,Video Editor,"['Artificial Intelligence','Storyboarding', 'Premiere Pro', 'Color Grading', 'After Effects']"
Creative & Design,Video Editor,"['Artificial Intelligence','Color Grading', 'Sound Design', 'After Effects', 'Storyboarding', 'Premiere Pro']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Typography', 'Canva', 'Branding']"
Creative & Design,Graphic Designer,"['Photoshop', 'Canva', 'Branding', 'Adobe Illustrator', 'Typography']"
Creative & Design,UX Designer,"['Figma', 'Prototyping', 'UI Principles']"
Creative & Design,Video Editor,"['Storyboarding', 'Sound Design', 'After Effects']"
Creative & Design,Graphic Designer,"['Typography', 'Branding', 'Canva', 'Photoshop', 'Adobe Illustrator']"
Creative & Design,Video Editor,"['Color Grading', 'Premiere Pro', 'After Effects', 'Storyboarding']"
Creative & Design,Video Editor,"['Sound Design', 'Storyboarding', 'Premiere Pro', 'Color Grading', 'After Effects']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Canva', 'Branding']"
Creative & Design,Graphic Designer,"['Branding', 'Typography', 'Photoshop', 'Canva', 'Adobe Illustrator']"
Creative & Design,Graphic Designer,"['Typography', 'Adobe Illustrator', 'Canva']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Photoshop', 'Canva']"
Creative & Design,UX Designer,"['Prototyping', 'Figma', 'UI Principles', 'User Testing']"
Creative & Design,Graphic Designer,"['Canva', 'Branding', 'Photoshop', 'Adobe Illustrator', 'Typography']"
Creative & Design,Video Editor,"['Color Grading', 'Sound Design', 'After Effects']"
Creative & Design,UX Designer,"['Sketch', 'Figma', 'UI Principles', 'User Testing', 'Prototyping', 'Wireframing']"
Creative & Design,Graphic Designer,"['Branding', 'Adobe Illustrator', 'Photoshop', 'Canva', 'Typography']"
Creative & Design,UX Designer,"['Figma', 'UI Principles', 'Prototyping']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Branding']"
Creative & Design,Video Editor,"['Color Grading', 'Premiere Pro', 'Sound Design', 'Storyboarding', 'After Effects']"
Creative & Design,UX Designer,"['Prototyping', 'User Testing', 'UI Principles', 'Sketch']"
Creative & Design,Graphic Designer,"['Branding', 'Canva', 'Adobe Illustrator', 'Typography', 'Photoshop']"
Creative & Design,UX Designer,"['Figma', 'UI Principles', 'Wireframing', 'Prototyping', 'User Testing']"
Creative & Design,Graphic Designer,"['Photoshop', 'Typography', 'Canva']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'Sound Design']"
Creative & Design,Graphic Designer,"['Branding', 'Typography', 'Photoshop', 'Canva']"
Creative & Design,UX Designer,"['Prototyping', 'Wireframing', 'UI Principles', 'Figma', 'User Testing', 'Sketch']"
Creative & Design,Video Editor,"['Storyboarding', 'Sound Design', 'Premiere Pro', 'Color Grading']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Canva', 'Branding']"
Creative & Design,Video Editor,"['Storyboarding', 'After Effects', 'Premiere Pro', 'Color Grading', 'Sound Design']"
Creative & Design,Graphic Designer,"['Branding', 'Typography', 'Adobe Illustrator', 'Canva']"
Creative & Design,Video Editor,"['Premiere Pro', 'Sound Design', 'After Effects', 'Color Grading', 'Storyboarding']"
Creative & Design,UX Designer,"['Figma', 'Sketch', 'UI Principles', 'User Testing', 'Wireframing', 'Prototyping']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Canva', 'Branding', 'Typography', 'Photoshop']"
Creative & Design,Graphic Designer,"['Branding', 'Typography', 'Canva']"
Creative & Design,Video Editor,"['Sound Design', 'Color Grading', 'Storyboarding', 'Premiere Pro', 'After Effects']"
Creative & Design,Video Editor,"['Sound Design', 'Storyboarding', 'Color Grading', 'Premiere Pro', 'After Effects']"
Creative & Design,Video Editor,"['Premiere Pro', 'After Effects', 'Color Grading', 'Storyboarding', 'Sound Design']"
Creative & Design,Graphic Designer,"['Canva', 'Adobe Illustrator', 'Branding', 'Typography', 'Photoshop']"
Creative & Design,UX Designer,"['Wireframing', 'Prototyping', 'UI Principles']"
Creative & Design,UX Designer,"['Wireframing', 'Figma', 'User Testing', 'Prototyping']"
Creative & Design,Video Editor,"['After Effects', 'Storyboarding', 'Color Grading', 'Premiere Pro']"
Creative & Design,Video Editor,"['Premiere Pro', 'After Effects', 'Sound Design']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'Premiere Pro', 'Sound Design']"
Creative & Design,Graphic Designer,"['Branding', 'Photoshop', 'Adobe Illustrator', 'Canva', 'Typography']"
Creative & Design,Video Editor,"['Premiere Pro', 'After Effects', 'Sound Design', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Branding', 'Photoshop', 'Adobe Illustrator', 'Canva', 'Typography']"
Creative & Design,Video Editor,"['Storyboarding', 'Premiere Pro', 'Sound Design', 'Color Grading']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'Sound Design', 'After Effects', 'Premiere Pro']"
Creative & Design,Graphic Designer,"['Branding', 'Canva', 'Typography', 'Photoshop', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Sketch', 'Prototyping', 'User Testing', 'Figma', 'Wireframing', 'UI Principles']"
Creative & Design,Video Editor,"['After Effects', 'Sound Design', 'Color Grading']"
Creative & Design,Video Editor,"['After Effects', 'Sound Design', 'Storyboarding', 'Color Grading', 'Premiere Pro']"
Creative & Design,Video Editor,"['Premiere Pro', 'Storyboarding', 'After Effects', 'Sound Design', 'Color Grading']"
Creative & Design,Video Editor,"['Storyboarding', 'Premiere Pro', 'Color Grading', 'After Effects', 'Sound Design']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'Premiere Pro', 'After Effects']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'After Effects', 'Sound Design', 'Premiere Pro']"
Creative & Design,Graphic Designer,"['Photoshop', 'Branding', 'Canva']"
Creative & Design,Video Editor,"['Sound Design', 'Color Grading', 'Storyboarding', 'Premiere Pro', 'After Effects']"
Creative & Design,Video Editor,"['After Effects', 'Color Grading', 'Sound Design', 'Storyboarding', 'Premiere Pro']"
Creative & Design,UX Designer,"['Prototyping', 'User Testing', 'Wireframing', 'UI Principles']"
Creative & Design,Video Editor,"['Sound Design', 'Premiere Pro', 'Storyboarding']"
Creative & Design,UX Designer,"['Sketch', 'User Testing', 'Figma', 'Wireframing']"
Creative & Design,UX Designer,"['Wireframing', 'Prototyping', 'Figma', 'UI Principles', 'User Testing', 'Sketch']"
Creative & Design,Graphic Designer,"['Typography', 'Adobe Illustrator', 'Canva', 'Branding', 'Photoshop']"
Creative & Design,Graphic Designer,"['Branding', 'Adobe Illustrator', 'Typography', 'Photoshop', 'Canva']"
Creative & Design,UX Designer,"['Prototyping', 'User Testing', 'UI Principles', 'Sketch']"
Creative & Design,UX Designer,"['Figma', 'Prototyping', 'Sketch']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'Sound Design', 'After Effects']"
Creative & Design,Video Editor,"['After Effects', 'Color Grading', 'Premiere Pro']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Branding', 'Photoshop']"
Creative & Design,Video Editor,"['Storyboarding', 'Color Grading', 'Sound Design', 'After Effects', 'Premiere Pro']"
Creative & Design,Video Editor,"['Premiere Pro', 'Sound Design', 'Storyboarding', 'After Effects']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Branding', 'Photoshop', 'Canva']"
Creative & Design,Video Editor,"['Color Grading', 'Storyboarding', 'Premiere Pro']"
Creative & Design,Video Editor,"['Storyboarding', 'Color Grading', 'Sound Design', 'Premiere Pro']"
Creative & Design,Video Editor,"['Premiere Pro', 'Storyboarding', 'After Effects', 'Color Grading', 'Sound Design']"
Creative & Design,Graphic Designer,"['Branding', 'Canva', 'Photoshop', 'Typography', 'Adobe Illustrator']"
Creative & Design,UX Designer,"['Figma', 'UI Principles', 'Prototyping', 'Wireframing', 'User Testing', 'Sketch']"
Creative & Design,Graphic Designer,"['Canva', 'Branding', 'Typography', 'Adobe Illustrator']"
Creative & Design,Video Editor,"['Storyboarding', 'After Effects', 'Premiere Pro', 'Color Grading', 'Sound Design']"
Creative & Design,Graphic Designer,"['Adobe Illustrator', 'Canva', 'Typography', 'Branding', 'Photoshop']"
Creative & Design,Graphic Designer,"['Branding', 'Photoshop', 'Canva', 'Adobe Illustrator']"
Creative & Design,Graphic Designer,"['Typography', 'Photoshop', 'Canva']"
Creative & Design,Video Editor,"['Sound Design', 'Storyboarding', 'After Effects', 'Premiere Pro']"
Creative & Design,UX Designer,"['User Testing', 'Wireframing', 'Sketch']"
Creative & Design,Video Editor,"['Premiere Pro', 'Color Grading', 'After Effects']"
Creative & Design,Video Editor,"['Storyboarding', 'Premiere Pro', 'After Effects', 'Sound Design']"
Creative & Design,Video Editor,"['Sound Design', 'Premiere Pro', 'Storyboarding']"
Creative & Design,Video Editor,"['Color Grading', 'Sound Design', 'Storyboarding', 'Premiere Pro', 'After Effects']"
Creative & Design,Video Editor,"['Color Grading', 'Premiere Pro', 'Sound Design']"
Creative & Design,Video Editor,"['Color Grading', 'Premiere Pro', 'Sound Design', 'After Effects']"
Creative & Design,UX Designer,"['User Testing', 'Sketch', 'Wireframing', 'Prototyping', 'UI Principles', 'Figma']"
Creative & Design,Video Editor,"['Premiere Pro', 'After Effects', 'Sound Design', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Photoshop', 'Adobe Illustrator', 'Typography']"
Creative & Design,Video Editor,"['After Effects', 'Premiere Pro', 'Color Grading', 'Storyboarding']"
Creative & Design,Graphic Designer,"['Canva', 'Photoshop', 'Typography']"
Customer Support,Technical Support Engineer,"['Technical Writing', 'Customer Communication', 'Troubleshooting', 'Linux', 'Logs Analysis','troubleshooting', 'networking', 'operating systems']"
Customer Support,Customer Support Specialist,"['Ticketing', 'CRM', 'Problem Solving', 'Product Knowledge']"
Customer Support,Customer Support Specialist,"['Support Tickets', 'Conflict Resolution', 'CRM', 'Zendesk', 'Customer Calls']"
Customer Support,Customer Support Specialist,"['Product Knowledge', 'Ticketing', 'CRM', 'Problem Solving']"
Customer Support,Technical Support Engineer,"['Technical Writing', 'Linux', 'Customer Communication',  'hardware support', 'software support', 'ticketing systems', 'remote desktop tools', 'customer service']"
Customer Support,Customer Support Specialist,"['CRM', 'Empathy', 'Product Knowledge', 'Ticketing','customer service', 'communication skills', 'CRM tools', 'ticket resolution', 'problem-solving']"
Customer Support,Customer Support Specialist,"['CRM', 'Product Knowledge', 'Problem Solving', 'Ticketing']"
Customer Support,Technical Support Engineer,"['Technical Writing', 'Customer Communication', 'Logs Analysis', 'Troubleshooting', 'technical documentation', 'ITIL', 'problem-solving', 'Windows', 'Linux', 'active directory', 'communication skills']"
Customer Support,Customer Support Specialist,"['Support Tickets', 'Customer Calls', 'Zendesk', 'CRM', 'Conflict Resolution', 'product knowledge', 'email support', 'phone support', 'live chat support', 'time management', 'empathy', 'conflict resolution', 'data entry', 'multitasking', 'customer feedback handling']"
Customer Support,Customer Support Specialist,"['Problem Solving', 'Product Knowledge', 'Empathy', 'CRM', 'Ticketing']"
Customer Support,Customer Support Specialist,"['Ticketing', 'CRM', 'Product Knowledge', 'Problem Solving', 'Empathy']"
Customer Support,Technical Support Engineer,"['Customer Communication', 'Linux', 'Troubleshooting', 'Logs Analysis', 'Technical Writing']"
